Year,Grader,Grade Type,Grade,Inventory #,Mint Location,DL Toning Degree,Brilliance Obverse,Brilliance Reverse,Toning Obverse,Toning Reverse,EdgeFreq Flat Obverse,EdgeFreq Flat Reverse,EdgeFreq Descriptive Obverse,EdgeFreq Descriptive Reverse,EdgeFreq RedOrange Obverse,EdgeFreq RedOrange Reverse,EdgeFreq Yellow Obverse,EdgeFreq Yellow Reverse,EdgeFreq Green Obverse,EdgeFreq Green Reverse,Unnamed: 21,Unnamed: 22
1879,PCGS,MS,61,2169434,New Orleans,2,10,9,0,0,5129,3556,183689,199205,41226,43170,101093,68367,40455,85590,,
1889,PCGS,MS,64,2115738,Philadelphia,1,9,9,0,0,3177,2953,197242,225389,32106,33500,101155,67216,31582,82920,,
1884,PCGS-CAC,MS,64,2230474,Carson City,1,10,10,0,0,5761,2395,163396,164002,34375,34123,101160,61405,32447,67827,,
1891,NGC,MS,62,2272191,Carson City,1,9,9,0,0,7138,1933,179130,168839,32143,28854,101185,65656,23767,56434,,
1898,PCGS,MS,63,2252609,New Orleans,2,9,9,0,0,6423,2978,171160,167564,36386,29783,101247,58721,25657,60961,,
1880,NGC-CAC,MS,66,2273704,San Francisco,1,10,10,0,0,2631,1572,166544,196394,19738,35854,101308,71599,21470,69748,,
1881,NGC,MS,65,2162351,San Francisco,3,10,10,0.35,0.35,2740,1818,162775,159806,25841,33118,101314,47624,30479,69830,,
1880,NGC,MS,66,2253550,San Francisco,1,10,9,0,0,5095,1655,164190,204754,27084,33964,101345,73691,24091,68999,,
1890,PCGS,MS,62,2443618,Philadelphia,1,10,9,0,0,6844,4569,171764,189227,39880,39819,101356,71249,33593,81105,,
1878,PCGS,MS,64,2205917,Philadelphia,2,10,10,0,0,3143,2025,182453,199172,26454,33046,101367,64374,27755,74452,,
1880,PCGS,MS,64,2295588,San Francisco,3,8,9,0.35,0,3225,1497,178622,216498,30453,38852,101382,74817,29364,76538,,
1882,PCGS,MS,64,2248020,Philadelphia,3,10,5,0,0,16566,9882,173288,202645,60003,53321,101402,52091,35215,56119,,
1881,PCGS,MS,65,2247601,New Orleans,1,9,9,0,0,5132,2506,158790,166345,29126,29647,101429,61470,21052,70521,,
1881,NGC,MS,64,2085734,San Francisco,2,9,9,1.75,0,3698,1271,163864,212572,30174,30994,101458,76287,22727,82747,,
1878,PCGS-CAC,MS,63,2187403,Philadelphia,3,5,10,1.65,0,2518,2158,177028,236205,25005,31681,101516,83930,29012,80567,,
1879,PCGS-CAC,MS,64,1888320,Carson City,2,9,10,1.75,0,1643,2045,174663,234841,22158,36663,101533,83503,29417,84527,,
1883,NGC-GSA,MS,64,2293749,Carson City,1,10,9,0,0,3710,1846,156075,180394,26386,33809,101553,60100,28546,72640,,
1880,NGC,MS,68,2087725,San Francisco,1,9,9,0,0,949,1261,162811,195268,16136,29025,101619,68047,23014,71505,,
1885,NGC,MS,67,2284606,Philadelphia,1,10,10,0,0,2333,1554,165695,168808,19340,25519,101631,51264,24876,67068,,
1885,PCGS,MS,64,2257075,Philadelphia,2,9,9,0,0,4500,1977,169330,177603,25394,27838,101715,60711,20255,64036,,
1881,NGC,MS,63,2125881,San Francisco,2,9,9,0,0,6775,4082,164713,214178,33915,42259,101724,74242,29991,74367,,
1880,NGC,MS,65,2188876,San Francisco,1,9,9,0,0,3410,1906,170318,204326,29008,34809,101745,72307,31926,74806,,
1879,PCGS-CAC,MS,64,2080663,Carson City,2,10,10,1.75,0,2582,1734,181841,230838,25388,34776,101769,85505,26131,81782,,
1879,PCGS-CAC,MS,64,2203399,Carson City,2,10,10,0,0,2582,1734,181841,230838,25388,34776,101769,85505,26131,81782,,
1884,PCGS-CAC,MS,65,2169477,Carson City,2,10,9,0.35,1.35,3878,2133,167015,164120,26258,31456,101829,47958,33225,66613,,
1884,PCGS,MS,65,2010022,Carson City,3,9,10,2.4,0,2294,1196,170235,208927,26065,32481,101833,82495,31981,80933,,
1881,PCGS,MS,64,2015054,Carson City,2,9,9,1.75,0,2291,1710,162508,207059,26935,34326,101837,70526,21417,75384,,
1884,PCGS,MS,64,2098692,Carson City,2,8,7,1.75,0,4714,3038,186189,183645,37830,38415,101848,61564,35385,64875,,
1883,NGC,MS,62,2065838,New Orleans,2,9,9,0,0,4063,2338,161301,198892,22757,33566,101871,74232,25629,73244,,
1881,PCGS,MS,65,2170900,Carson City,2,10,10,0,0,4025,1662,173633,180933,29441,31711,101877,60757,26792,69516,,
1882,NGC,MS,66,2156811,Carson City,1,10,9,0,0,1943,1305,175857,180808,22081,26768,101891,59662,26484,77174,,
1883,NGC-CAC,MS,66,2284074,New Orleans,2,10,9,0,0,2671,2655,144378,186569,19203,32723,101894,73179,20350,72486,,
1878,NGC,MS,63,2247614,Carson City,2,10,10,0,0,5324,2090,173124,193445,33846,38223,101957,66249,22182,69209,,
1880,PCGS,MS,66,2258088,San Francisco,1,10,10,0,0,1984,2322,158526,197130,22551,35512,101966,68703,21972,66590,,
1885,NGC-GSA,MS,65,2285279,Carson City,2,10,10,0,0,5721,2742,163003,175306,26577,32032,102004,59327,31776,76495,,
1881,PCGS,MS,65,2075320,Carson City,1,7.25,7,1.75,0,3968,1870,162573,186741,33921,32646,102036,60081,34812,76120,,
1878,PCGS,MS,63,2129359,San Francisco,2,10,10,0,0,4325,1455,176579,218177,26510,37182,102036,83254,24041,80927,,
1880,PCGS-CAC,MS,67,2154303,San Francisco,1,10,10,0,0,4371,1436,165686,201474,21689,28535,102043,74440,25196,74412,,
1880,NGC,MS,64,2248534,San Francisco,2,10,10,0.65,0,3148,1813,155862,200654,28250,35527,102046,78139,19469,76422,,
1882,PCGS-CAC,MS,64,2269084,Philadelphia,1,10,10,0,0,7042,2051,185794,193766,30632,28761,102051,60660,25960,71913,,
1884,PCGS,MS,63,1868269,New Orleans,1,9,8,1.75,0,3006,1655,169692,194928,30295,33948,102074,68888,28972,76228,,
1879,NGC,MS,61,2192893,San Francisco,2,10,10,0,0,7535,3620,169546,178094,38131,37682,102094,68285,27511,72837,,
1889,PCGS-CAC,MS,64,2240481,Philadelphia,1,10,9,0,0,6544,3127,174239,183322,37249,30806,102095,58721,26301,66150,,
1880,PCGS,MS,63,1855259,San Francisco,2,10,10,1.75,0.35,3079,1266,189288,239059,30245,32544,102145,86056,28279,83228,,
1880,NGC,MS,64,2274125,San Francisco,1,10,9,0,0,5458,1825,170338,219604,27587,41281,102155,79455,26323,72943,,
1883,PCGS,MS,64,2125939,New Orleans,3,8,9,3.05,0,3970,2629,161608,191418,25005,32888,102159,72036,26282,76668,,
1884,NGC,MS,64,2279086,Carson City,2,9,9,0,0,4247,1626,150185,150366,25072,29359,102167,59407,21019,56781,,
1878,PCGS,MS,63,2255685,Carson City,2,10,10,0,0,5789,2767,167502,188076,29981,30744,102167,61191,25628,66521,,
1885,NGC-CAC,MS,63,2279085,Carson City,2,8,7,0,0,5907,3014,178103,162948,37493,40178,102178,53633,30390,67108,,
1881,PCGS,MS,66,2182945,San Francisco,1,10,10,0,0,1737,1579,174162,209584,21664,33634,102183,70304,20589,71809,,
1882,NGC-CAC,MS,65,1885869,Carson City,1,9,9,1.75,0,2129,1581,176880,201669,21084,32363,102233,67027,26290,74545,,
1880,NGC,MS,66,2065801,San Francisco,3,9,9,5,3.6,8001,6112,181419,195768,51431,48617,102264,66168,30416,85398,,
1878,PCGS,MS,62,2259691,Philadelphia,2,10,9,0,0,6136,1872,179220,212968,33220,33800,102273,68810,25494,75483,,
1878,NGC-CAC,MS,65,2204424,San Francisco,2,10,10,0.35,0,2374,1478,146779,164255,23045,26816,102338,65312,22233,65747,,
1884,NGC,MS,62,2298763,New Orleans,2,10,10,0,0,7780,1923,167657,171448,34383,29747,102369,61177,22435,68958,,
1879,PCGS-CAC,MS,64,1880899,Carson City,2,10,10,1.75,0,1165,1608,172975,231173,17825,36427,102402,90435,26997,76244,,
1882,PCGS,MS,62,2203063,New Orleans,1,10,9,0,0,3844,2530,170917,189837,28190,35708,102452,74385,26302,78201,,
1880,PCGS,MS,66,2160341,San Francisco,1,10,10,0,0,3183,1251,166445,226018,21381,30946,102516,83751,27583,83966,,
1885,PCGS,MS,66,2270563,New Orleans,2,10,10,0,0,4358,2005,167934,209743,23992,32513,102521,77705,32243,82318,,
1885,PCGS,MS,64,2113748,Carson City,1,10,10,0,0,2104,2404,179515,212712,23717,40168,102522,72366,27447,77744,,
1880,NGC-GSA,MS,64,2432448,Carson City,3,9,10,1.75,0,1763,3037,169228,214219,25141,36784,102535,85536,28777,82160,,
1882,NGC,MS,63,2273713,Carson City,1,8,6,0,0,3105,2208,175593,171350,31009,35466,102545,55813,32257,71169,,
1878,NGC,MS,63,2188891,Carson City,1,10,10,0,0,3355,1515,169278,217275,26977,35470,102552,78040,19651,78599,,
1881,PCGS,MS,63,2068655,Carson City,1,10,10,2.4,0,1419,1931,181754,231854,21333,32624,102613,78151,33113,86170,,
1878,PCGS,MS,65,2038595,Carson City,2,9,9,0,0,6276,1255,195700,200186,41311,32932,102632,71830,31919,77311,,
1878,PCGS,MS,63,2093065,Carson City,2,10,10,1.05,0,5954,1427,180804,228233,39984,37946,102634,78323,21759,80893,,
1885,PCGS,MS,64,2443556,Philadelphia,2,9,8,1.75,0,3553,2075,172645,177794,28530,32209,102640,63582,29274,74233,,
1881,NGC,MS,63,2192913,San Francisco,1,9,9,0,0,6405,2099,170554,199429,35264,33321,102730,70258,17550,62607,,
1882,PCGS,MS,65,2048704,Carson City,1,8,5,1.75,0,2641,2508,176097,187645,27090,32945,102775,67398,30257,76271,,
1879,PCGS,MS,65,2232105,Philadelphia,2,10,10,0,0,3530,2406,185332,210394,24488,35002,102779,74539,26391,72677,,
1879,PCGS,MS,63,2223468,Philadelphia,2,10,10,0,0,6902,2236,169942,184557,40011,29647,102789,67391,22440,73574,,
1878,NGC,MS,63,2298208,Carson City,1,9,10,0,0,4411,1576,173816,190099,26254,39892,102795,68008,28383,74974,,
1879,PCGS,MS,63,2241126,Philadelphia,2,10,10,0,0,4570,1842,169562,195373,26815,32554,102799,73011,29274,80052,,
1881,PCGS,MS,66,2244260,San Francisco,1,9,9,0,0,4372,2436,172777,208563,25355,38477,102833,73319,23846,66384,,
1887,PCGS-CAC,MS,63,2235492,Philadelphia,2,10,9,0,0,4775,2563,172844,185536,36037,32549,102836,62946,31497,75761,,
1881,NGC,MS,64,2181380,San Francisco,3,10,9,0.65,0.65,5025,1238,190982,182989,39820,31705,102886,66719,35355,70258,,
1881,NGC,MS,65,2231530,New Orleans,2,10,10,0,0,3599,3309,159207,187962,25106,34339,102908,74605,24137,74713,,
1878,PCGS,MS,65,2270120,Philadelphia,1,10,10,0,0,4097,1323,171332,195047,25083,32957,102924,64865,22740,75458,,
1898,PCGS-CAC,MS,64,1888310,New Orleans,3,8,7,0.35,0.35,3435,1745,162160,184096,30952,32231,102933,63521,27200,73126,,
1878,PCGS,MS,65,2290573,Philadelphia,1,10,10,0,0,1035,2149,184489,206588,19252,35609,102988,69880,25431,73564,,
1891,PCGS,MS,63,2212923,Carson City,1,9,9,0,0,7935,3164,187311,195778,37482,33703,103010,65148,28595,79184,,
1885,PCGS,MS,63,2287731,San Francisco,1,10,10,0,0,2549,1439,156845,185932,27898,32615,103012,68833,20425,70039,,
1885,PCGS,MS,63,2297590,San Francisco,1,10,10,0,0,2549,1439,156845,185932,27898,32615,103012,68833,20425,70039,,
1884,PCGS,MS,66,2165856,Carson City,1,9,9,0,0,2714,1896,163734,181380,19250,27529,103018,66783,25942,63430,,
1880,PCGS,MS,60,2222978,New Orleans,1,9,9,0,0,7259,3382,191311,202837,41338,36645,103040,67632,31514,75683,,
1887,ANACS,MS,63,2295614,Philadelphia,3,9,10,0,0,3884,1613,175627,191796,33328,36760,103048,70215,28714,68209,,
1879,PCGS,MS,65,2044587,San Francisco,3,9,9,5,3.25,3406,1648,177456,186774,36907,36334,103058,56385,33747,74033,,
1885,NGC-CAC,MS,66,2273733,New Orleans,3,9,8,1.95,3.25,1404,2020,157151,188997,26010,37020,103069,74350,20520,79552,,
1884,PCGS,MS,64,2293634,New Orleans,1,9,9,0,0,2115,1120,158915,189675,24033,30701,103124,66865,25081,72495,,
1881,NGC-CAC,MS,66,2240480,San Francisco,2,9,9,0,0,3878,1477,165477,185178,27149,34765,103129,70870,28534,65194,,
1883,NGC,MS,63,2218497,New Orleans,1,9,9,0,0,4895,2982,157145,164661,33320,33945,103134,59561,23811,72178,,
1881,PCGS,MS,65,2257059,Carson City,2,10,10,0,0,2614,2018,163042,195858,23194,33110,103142,68301,21554,76971,,
1880,NGC-CAC,MS,65,2274211,San Francisco,1,10,10,0,0,1639,1792,169718,201929,21364,35776,103156,73889,24109,72557,,
1881,NGC,MS,62,2260542,San Francisco,3,7,10,2,0.35,6315,1879,182759,155418,40781,30084,103202,46455,40757,67147,,
1885,PCGS,MS,64,2160387,Carson City,2,10,10,0,0,4235,1820,187181,221289,30742,36466,103220,73178,33181,81535,,
1887,PCGS,MS,65,2038596,New Orleans,2,9,9,0,0,2897,1082,162547,172563,27206,26177,103237,65714,27511,71091,,
1885,PCGS,MS,64,2276064,San Francisco,1,10,10,0,0,5638,2007,158942,179233,28438,33169,103273,65639,24506,68182,,
1880,NGC,MS,65,2223438,San Francisco,1,9,7,0,0,2266,2003,167840,182760,23985,34148,103279,62275,27995,83386,,
1883,PCGS,MS,65,2110744,Carson City,1,9,9,1.75,0,4006,2951,179068,202341,30747,37274,103312,65146,31291,75334,,
1885,NGC,MS,64,2248082,New Orleans,3,9,10,1,0,3641,2661,157734,208042,28492,38058,103332,80146,23242,79581,,
1879,NGC-CAC,MS,63,2276603,San Francisco,1,10,10,0,0,5140,2789,173953,181590,29585,37345,103341,68590,23585,64644,,
1879,PCGS,MS,63,2089202,Carson City,2,9,9,1.4,0,5306,3344,193162,216181,38980,42631,103380,73357,29474,73579,,
1884,NGC,MS,62,2054713,New Orleans,3,7,8,3.7,1,2448,2057,155986,214343,28589,38713,103382,83605,26858,82966,,
1879,NGC,MS,64,2203058,San Francisco,2,7,6,0,0,4146,1895,156162,156338,32478,34169,103437,50530,20865,63128,,
1880,PCGS,MS,67,2408823,San Francisco,1,9,6,1.75,0,2524,1487,163164,196678,22421,33848,103507,65254,24818,88206,,
1884,NGC-CAC,MS,63,2255021,Carson City,1,10,10,0,0,5822,1785,171792,177460,32150,29075,103518,63220,23642,65843,,
1882,PCGS,MS,66,2288132,Carson City,1,10,10,0,0,1068,1628,169612,199398,17877,33180,103523,63049,25516,82641,,
1879,NGC,MS,64,2285232,San Francisco,1,9,9,0,0,1687,2278,161291,203550,20993,36479,103536,77854,24828,74204,,
1881,PCGS-CAC,MS,66,2075319,Carson City,1,10,10,1.75,0,1262,3114,176670,240948,19788,39974,103538,84701,30678,87690,,
1880,PCGS,MS,65,2285248,San Francisco,1,10,10,0,0,1459,1023,167981,209969,17770,34627,103541,71655,19697,74341,,
1883,PCGS,MS,66,1888302,Carson City,1,9,9,1.75,0,2586,2579,179805,214428,25117,36769,103546,74930,28087,77767,,
1881,PCGS,MS,65,2212419,Philadelphia,1,10,10,0,0,1831,1715,171178,203560,20676,33091,103564,71546,30451,74501,,
1884,PCGS,MS,66,2054712,Carson City,2,10,10,1.75,0,1351,1722,166410,203112,20569,31397,103628,81100,29759,76530,,
1879,PCGS,MS,67,1879969,San Francisco,1,8,8,1.75,0,4826,1955,183409,204001,31282,32291,103634,67174,28132,74494,,
1880,NGC-CAC,MS,66,2284090,San Francisco,1,10,10,0,0,2829,1417,168962,164854,20487,30332,103647,60703,22610,63573,,
1881,NGC,MS,61,2272192,New Orleans,2,7,7,0,0,4837,4114,171400,185701,32542,39616,103666,66979,27794,72523,,
1883,PCGS,MS,64,2291441,Carson City,1,10,10,0,0,3155,1680,181009,187557,29224,31997,103668,69632,25824,71953,,
1883,PCGS,MS,64,2295600,New Orleans,3,8,10,1.65,0.65,2902,1649,171694,211874,32705,38927,103695,76412,31832,83416,,
1878,PCGS,MS,64,2285226,Philadelphia,1,9,10,0,0,3687,2126,169572,195865,25139,34719,103696,73490,27985,70461,,
1879,PCGS,MS,65,2427860,Carson City,2,10,10,1.4,0,1137,2739,161195,202060,20201,33196,103696,80005,21774,70832,,
1884,PCGS,MS,64,2409907,New Orleans,1,9,8,1.75,0,4567,4789,149546,202591,37601,43060,103705,73466,31800,90587,,
1883,PCGS,MS,64,2293636,New Orleans,2,10,9,0,0,2759,2211,162479,195147,25010,38235,103718,68069,27897,79612,,
1881,PCGS-CAC,MS,66,1875296,Carson City,0,9,7,1.75,0,2956,1914,174289,164266,28946,29999,103727,54924,33257,72833,,
1878,PCGS,MS,65,2223091,San Francisco,2,10,10,0,0,3999,2406,180452,193603,25930,33451,103765,66169,25394,70354,,
1880,PCGS-CAC,MS,67,2065684,San Francisco,2,8,8,2.4,1.3,2661,2013,165558,211569,27575,37737,103776,80218,25472,88943,,
1881,PCGS,MS,63,2248036,Philadelphia,3,7,10,0.35,0,14929,9202,204742,168818,56514,52750,103815,53922,31226,54066,,
1880,NGC,MS,66,2030654,San Francisco,1,8,6,0,0,3606,1369,176547,192598,32003,34347,103826,68559,26987,72112,,
1891,PCGS,MS,64,2199017,Philadelphia,2,10,10,0,0,4442,2770,181828,211164,26783,34762,103838,70558,26021,76733,,
1882,PCGS,MS,65,2121773,San Francisco,2,10,10,0,0,4484,1981,176609,228767,34085,37484,103841,85174,25134,77484,,
1887,PCGS,MS,64,2169403,Philadelphia,2,10,10,0,0,5737,1302,184202,199319,26543,27587,103851,71197,22952,72822,,
1891,PCGS,MS,64,2279728,Philadelphia,1,10,10,0,0,2292,1259,174916,194126,21260,36738,103856,57499,29983,76948,,
1880,NGC,MS,64,2030667,San Francisco,1,7,7,0,0,5062,954,172941,188976,35788,32948,103893,70130,30898,74650,,
1880,NGC,MS,68,2269094,San Francisco,1,10,10,0,0,4551,1456,159809,187426,22588,35511,103902,71917,24889,64793,,
1879,PCGS-CAC,MS,63,2260570,New Orleans,2,10,10,0,0,7019,2504,167723,176631,33094,31842,103903,63699,24525,69604,,
1880,PCGS,MS,64,2155819,San Francisco,2,5,6,0.35,0,5140,2889,183304,191832,39928,40358,103906,50482,36087,74157,,
1883,PCGS,MS,64,2191380,New Orleans,1,9,9,0,0,5003,3781,167071,195773,34320,36402,103911,73232,32384,81261,,
1887,PCGS,MS,65,2054149,Philadelphia,1,9,8,0,0,1613,1790,185507,190156,20889,28025,103914,63076,22665,75761,,
1879,PCGS,MS,62,2090173,Philadelphia,1,10,10,0,0,5624,2354,181507,227167,29529,34261,103966,80796,22907,77483,,
1885,NGC-CAC,MS,66,2284076,New Orleans,1,10,10,0,0,2177,1886,153157,182701,18428,33790,103980,69632,20987,67487,,
1881,PCGS-CAC,MS,66,2162352,San Francisco,3,10,9,1.7,1.65,3444,3803,179199,237623,31662,45116,104001,78396,29216,107027,,
1880,PCGS,MS,63,2099192,Carson City,2,9,10,2.4,0.65,2112,1780,174864,214594,28059,38191,104010,84296,33768,82916,,
1891,PCGS,MS,64,2075342,Carson City,1,9,9,0,0,3283,1855,191172,229361,32799,40196,104015,75718,28396,82765,,
1891,PCGS,MS,64,2101704,Carson City,1,9,9,0,0,3283,1855,191172,229361,32799,40196,104015,75718,28396,82765,,
1884,PCGS-CAC,MS,62,2204426,New Orleans,1,7,6.75,0,0,4530,3506,160899,183421,35374,37144,104030,65458,32725,76015,,
1882,PCGS,MS,65,2452442,San Francisco,1,10,10,0,0,2064,2109,154503,185220,23831,39927,104053,62546,20819,70786,,
1880,PCGS,MS,63,2049142,New Orleans,1,9,10,1.75,0,3728,1652,186269,215643,30090,31076,104096,75279,31810,81729,,
1887,PCGS,MS,64,2463786,New Orleans,1,10,10,0,0,3124,3196,158779,182993,27912,34078,104138,72561,25174,76219,,
1879,NGC,MS,63,2248072,San Francisco,1,10,10,0,0,6041,1855,194746,205897,33714,33977,104145,74752,23591,75793,,
1886,PCGS-CAC,MS,66,2165825,Philadelphia,2,10,10,0,0,3371,1892,195607,224404,28842,36432,104151,71499,30173,80527,,
1884,NGC,MS,64,2099191,Carson City,3,9,9,1.75,0.65,1046,1914,176604,208566,21496,38923,104152,76797,28732,79251,,
1878,PCGS,MS,65,2232103,Philadelphia,1,10,10,0,0,1936,1169,183788,246114,20731,35489,104153,81572,25317,90671,,
1879,NGC-CAC,MS,66,2273695,San Francisco,3,8,9,3.6,3.6,5301,2048,164695,176221,36842,29553,104157,67501,27475,69563,,
1885,PCGS,MS,66,2290123,Carson City,1,10,10,0,0,1822,1227,168354,215889,20681,32389,104161,78381,28672,78545,,
1884,NGC-GSA,MS,63,2246008,Carson City,1,10,10,0,0,4349,11987,181173,148980,28926,46565,104169,71012,31025,63599,,
1893,NGC-CAC,MS,62,2078692,Carson City,1,9,9,0,0,3262,2015,183667,209533,32458,33422,104174,76340,29216,77174,,
1878,NGC,MS,62,2298740,Philadelphia,2,9,10,0,0,3846,1978,191523,211876,29706,39530,104212,76754,27102,84323,,
1882,NGC,MS,66,2252667,Philadelphia,2,10,10,0,0,3308,2037,167452,199115,22490,31236,104218,76886,29456,77019,,
1885,PCGS,MS,65,2029158,New Orleans,2,9,8,3.05,0.65,1095,2087,167446,208334,18567,36100,104236,67020,26121,75214,,
1880,PCGS,MS,65,1883841,San Francisco,2,10,10,1.75,0.35,1792,2048,176771,246249,22163,41692,104250,85215,28074,87741,,
1880,NGC,MS,64,2030665,San Francisco,1,7,8,0,0,4145,1341,176577,201164,37553,33422,104277,73188,29333,74659,,
1880,PCGS,MS,64,2120322,Carson City,1,9,9,0,0,3969,1730,167727,181270,28462,35025,104302,65792,32051,74699,,
1883,PCGS,MS,62,2226458,Carson City,1,9,9,0,0,4404,2402,177991,167629,31244,30046,104311,58284,22210,61619,,
1885,NGC,MS,66,2287573,New Orleans,1,10,10,0,0,3239,2135,161273,185128,20697,32509,104323,75270,23881,74548,,
1878,NGC,MS,63,2299000,San Francisco,1,10,10,0,0,5633,1643,170695,178697,31071,34914,104336,67077,22769,68599,,
1893,PCGS,MS,62,2208421,Carson City,2,10,10,0,0,8060,3017,172610,204228,33822,36151,104342,70444,27265,81716,,
1901,PCGS,MS,67,2239548,New Orleans,1,9,9,0,0,3854,1993,166233,178282,27018,30055,104344,60832,21100,63694,,
1882,NGC-GSA,MS,63,2243996,Carson City,1,10,9,0,0,3869,2507,180701,196128,27373,36457,104345,65539,21619,67950,,
1882,NGC-GSA,MS,65,2096687,Carson City,1,10,9,0,0,3504,2315,172752,204542,24926,37366,104347,64056,19582,69636,,
1884,PCGS,MS,65,1868268,Carson City,1,9,9,1.75,0,1989,1459,181298,206514,20162,30010,104368,74408,28349,70626,,
1886,PCGS,MS,63,2261085,San Francisco,2,10,10,0,0,2801,1988,174061,203559,24648,33459,104379,69270,23225,70044,,
1885,NGC,MS,63,2034576,Philadelphia,1,6,4,1.75,0,4118,3771,179899,199727,35782,39554,104379,70524,34989,86189,,
1878,PCGS,MS,65,2187395,Philadelphia,3,10,5,0,1.35,3304,4741,180868,247917,26370,55140,104382,83081,26844,90447,,
1880,PCGS,MS,63,2068652,Carson City,2,10,10,1.75,0,2960,1139,179343,209411,30644,31906,104406,80083,34784,78265,,
1897,PCGS,MS,64,2177424,San Francisco,1,10,10,0,0,3666,2306,190705,203369,31187,34034,104410,74028,28407,72903,,
1881,NGC,MS,64,2160413,San Francisco,2,10,10,1.95,1.65,4261,1985,181929,168768,29635,31586,104431,46927,42879,68516,,
1882,PCGS-CAC,MS,65,2279078,San Francisco,1,9,9,0,0,4584,1537,195154,214794,36982,38203,104448,61850,30128,81000,,
1881,PCGS,MS,65,2452439,San Francisco,1,10,10,1.75,0,3346,1970,168627,181963,29281,39940,104451,52311,23873,74664,,
1883,PCGS-CAC,MS,66,1875297,Carson City,1,8,7,1.75,0,2864,2160,174818,180111,30378,34269,104488,69346,28955,70799,,
1880,PCGS,MS,66,2207998,San Francisco,1,10,10,0,0,2118,1086,183648,219524,24301,31492,104504,78810,27603,79467,,
1878,PCGS,MS,62,2151922,San Francisco,1,9,9,0,0,7314,3669,187148,214195,47731,47247,104534,63451,30188,81081,,
1882,PCGS,MS,63,2170866,Carson City,3,10,10,1,1,5635,1888,186964,194985,39516,32302,104559,51871,39589,89605,,
1878,NGC,MS,64,2125876,San Francisco,1,9,10,0,0,4048,1396,175451,194816,29915,32340,104578,69394,25168,72792,,
1884,NGC,MS,64,2177378,New Orleans,2,10,10,0.35,0.35,4646,2880,151331,158179,28281,29395,104587,48054,29618,68546,,
1897,PCGS,MS,63,2016258,San Francisco,1,9,8,0,0,3730,1797,184127,219129,34484,35401,104605,72370,30143,82429,,
1882,PCGS,MS,63,2064198,Carson City,1,8,7,1.75,0,4181,2170,196120,207501,37434,37374,104639,75129,29359,80759,,
1880,NGC,MS,64,2295592,San Francisco,2,10,9,0,0.35,2289,2301,162142,198509,27089,42081,104641,71033,18369,68222,,
1878,NGC,MS,64,2274330,San Francisco,1,9,9,0,0,4678,2372,172697,177952,32402,34837,104642,63747,27773,70389,,
1885,PCGS-GSA,MS,64,2044582,Carson City,1,10,10,0,0,1059,2293,172901,227160,22745,37481,104661,82194,29381,88008,,
1883,PCGS,MS,65,1867254,Philadelphia,1,9,9,0,0,2142,2471,192664,208570,26337,41150,104662,67586,29442,81619,,
1885,NGC,MS,65,2125865,New Orleans,1,10,10,0,0,2682,1824,165978,218473,19919,35367,104715,85802,29034,78863,,
1885,PCGS,MS,66,2016562,San Francisco,3,8,8,4.35,3.3,5378,1998,194337,212991,35942,35287,104718,74793,45552,86276,,
1878,PCGS,MS,64,2075312,Carson City,1,9,10,1.05,0,4640,1526,192207,215096,35349,36691,104725,72266,28438,80484,,
1897,PCGS,MS,63,2156824,San Francisco,1,9,8,0.35,0,3591,1966,184143,219056,34722,35152,104725,72298,29657,82279,,
1883,NGC,MS,64,2295607,New Orleans,3,9,10,0,0,1938,1478,154623,193184,26145,37116,104752,73316,24719,74371,,
1880,NGC,MS,66,2192905,San Francisco,1,9,9,0,0,1623,970,176578,208588,20345,29785,104753,75803,25895,81838,,
1878,NGC,MS,62,2110731,Philadelphia,1,8,8,0,0,5149,2419,198640,219601,45443,38625,104760,72431,38235,81956,,
1885,PCGS,MS,65,2120304,New Orleans,3,7.25,8,2.4,1,2945,1436,139386,139738,26076,36368,104777,48073,21385,64009,,
1880,PCGS,MS,64,2408822,New Orleans,1,9,9,1.75,0,3865,2618,182822,195042,33129,33043,104790,69644,27912,74592,,
1880,PCGS,MS,66,2016065,Carson City,2,10,10,1.75,0,657,1394,172117,219778,18498,35001,104822,85454,34335,80781,,
1897,NGC,MS,63,2090187,San Francisco,1,10,9,0,0,3088,1876,183583,232408,30634,39055,104835,80297,29906,81484,,
1883,NGC-GSA,MS,63,2215422,Carson City,1,10,10,0,0,2718,2863,180077,241182,23192,38112,104856,86803,29427,86809,,
1885,PCGS-CAC,MS,66,2269086,Philadelphia,1,10,10,0,0,3021,1950,176567,206239,20521,30331,104892,71039,25079,75500,,
1878,PCGS-CAC,MS,66,2252686,Carson City,2,10,10,0,0.35,2201,2583,155132,184593,21430,35766,104910,72958,19982,70319,,
1883,NGC,MS,65,2288207,Carson City,1,10,9,0,0,1799,983,167783,180791,22322,29441,104923,62091,21255,65294,,
1878,NGC,MS,63,2289095,Philadelphia,1,10,10,0,0,4343,1381,167546,196737,27876,33320,104926,66631,20691,77201,,
1901,PCGS,MS,64,2215022,New Orleans,2,9,9,0,0,2703,867,157239,133464,27860,27439,104933,49469,22758,57127,,
1882,ICG,MS,63,2275582,Carson City,2,10,10,0,0,2786,1339,170691,202426,24755,30619,104940,77006,25247,70322,,
